YEAR,COUNTRY,SECTOR_ID,TCI,ICI,ECI,SECTOR
2018,BEL,9,1.6204273700714111,1.8053796291351318,1.3448432683944702,Chemicals and Chemical Products
2018,BEL,10,1.669229507446289,2.0275073051452637,1.2803575992584229,Rubber and Plastics
2018,BEL,11,2.596561908721924,2.6170411109924316,2.6515729427337646,Other Non-Metallic Mineral Products
2018,BEL,12,2.309274673461914,2.4702394008636475,2.1604502201080322,Basic Metals and Fabricated Metal
2018,BEL,13,2.3064730167388916,3.028376579284668,1.691650390625,Other Machinery
2018,BEL,14,1.9642679691314697,2.722137689590454,1.3444126844406128,Electrical and Optical Equipment
2018,BEL,15,2.2453951835632324,3.5315909385681152,1.4654000997543335,Transport Equipment
2018,BEL,16,2.1525440216064453,2.153749465942383,2.0387072563171387,Other Manufacturing; Recycling
2018,BEL,18,4.037637233734131,3.8466193675994873,4.351478576660156,Construction
2018,BEL,19,3.004030466079712,4.089346885681152,2.9048521518707275,"Sale, Maintenance and Repair of Motor Vehicles"
2018,BEL,20,2.6461775302886963,2.826549768447876,2.6739563941955566,Wholesale Trade and Commission Trade
2018,BEL,21,3.3288941383361816,3.3954343795776367,3.368450164794922,Retail Trade; Repair of Household Goods
2018,BEL,22,3.0800046920776367,2.6422789096832275,4.158071994781494,Hotels and Restaurants
2018,BEL,23,2.432201623916626,2.341930866241455,2.564378023147583,Inland Transport
2018,BEL,24,2.4323086738586426,3.032376766204834,1.7119290828704834,Maritime Transport
2018,BEL,25,1.7994909286499023,1.7993392944335938,1.8511792421340942,Air Transport
2018,BEL,26,2.315638303756714,2.4174587726593018,2.3282225131988525,Logistics and Travel Agencies
2018,BEL,27,2.8031578063964844,2.562098741531372,3.133725643157959,Post and Telecommunications
